timestamp,key
154.400,k
154.700,f
155.000,k
155.350,f
155.650,k
155.950,f
156.250,f
156.300,k
156.900,"f,d,j,k"
157.200,k
157.550,k
157.850,k
158.150,d
158.500,d
158.800,d
159.150,d
159.450,j
159.750,j
160.050,j
160.400,j
160.700,f
161.000,f
161.350,f
161.650,f
162.000,l
162.300,k
162.650,k
162.950,k
163.200,d
163.600,d
163.900,d
164.150,d
164.500,f
164.800,f
165.150,f
165.450,f
165.800,j
166.100,j
166.400,j
166.700,j
167.050,k
167.350,d
167.650,k
168.000,d
168.300,k
168.600,d
168.900,k
169.250,d
169.550,k
169.850,k
170.150,k
170.450,k
170.500,j
170.800,"j,k"
171.100,"k,j"
171.450,"k,j"
171.750,"k,j"
172.050,"f,d"
172.400,"d,f"
172.700,d
172.750,f
173.000,j
173.350,j
173.650,j
174.000,j
174.300,f
174.600,k
174.900,k
175.250,k
175.550,d
175.900,d
176.200,d
176.500,d
176.850,d
177.150,f
177.500,f
177.800,f
178.050,j
178.400,j
178.750,j
179.050,j
179.350,k
179.650,d
179.700,"k,f,j"
180.000,k
180.300,k
180.650,k
181.000,k
181.250,d
181.600,k
181.900,d
182.200,k
182.500,k
182.850,k
183.150,k
183.450,k
183.750,k
184.050,k
184.350,k
184.650,k
185.000,k
185.350,k
185.650,k
185.950,k
186.300,k
186.600,k
186.900,k
187.250,j
187.550,j
187.900,j
188.200,j
188.550,j
188.800,j
189.100,j
189.450,j
189.750,j
190.050,j
190.400,j
190.700,j
191.000,j
191.300,j
191.650,j
191.950,j
192.250,f
192.550,f
192.850,f
193.150,f
193.500,f
193.850,f
194.150,f
194.500,f
194.800,f
195.100,f
195.450,f
195.750,f
196.050,f
196.400,f
196.700,f
197.000,f
197.300,d
197.600,d
197.900,d
198.250,d
198.600,d
198.900,d
199.200,d
199.500,d
199.800,d
200.150,d
200.500,d
200.800,d
201.150,d
201.450,d
201.750,d
202.050,d
202.400,"f,d"
202.700,j
203.050,j
203.350,j
203.650,j
203.700,k
203.950,j
204.300,j
204.600,j
204.900,k
205.200,j
205.550,j
205.850,j
206.150,"k,j"
206.450,j
206.750,j
207.100,j
207.450,"j,k"
207.750,k
208.050,k
208.400,k
208.700,j
209.050,j
209.350,j
209.650,j
210.000,f
210.300,f
210.600,f
210.950,f
211.250,d
211.550,d
211.850,d
212.150,d
212.450,k
212.500,d
212.800,d
213.150,d
213.450,d
213.750,"d,j"
214.100,d
214.400,d
214.700,d
215.000,f
215.350,f
215.600,f
215.950,f
216.300,j
216.650,j
216.950,j
217.200,j
217.550,k
217.900,k
218.250,k
218.400,k
218.700,d
219.150,d
219.450,d
219.800,d
220.100,f
220.400,f
220.700,f
221.000,f
221.350,f
221.750,f
222.000,f
222.300,f
222.600,j
222.650,k
222.950,j
223.250,j
223.550,j
223.850,k
224.200,k
224.500,k
224.850,k
225.150,f
225.450,f
225.800,f
226.050,f
226.400,d
226.750,d
227.050,d
227.300,d
227.650,f
227.700,d
228.000,d
228.350,d
228.650,d
228.900,d
229.200,d
229.550,d
229.900,d
230.200,d
231.100,"d,f"
231.400,d
231.750,d
232.100,d
232.350,d
232.750,d
233.000,d
233.300,d
233.650,d
233.950,d
234.350,"f,d"
234.650,d
234.950,d
235.300,d
235.550,d
235.850,k
236.150,k
236.500,k
236.800,k
237.100,j
237.450,j
237.800,j
238.100,j
238.400,"f,d,j,k"
238.700,"k,j,f,d"
239.000,"f,d"
239.050,"k,j"
239.300,"k,d,j"
239.350,f
239.600,"d,j"
239.650,"k,f"
239.900,"k,j"
239.950,"f,d"
240.250,"k,j,f,d"
240.550,"j,k,f,d"
240.900,k
241.200,k
241.500,d
241.800,d
242.150,f
242.450,f
242.750,f
243.100,f
243.450,d
243.800,d
244.100,d
244.400,d
244.700,j
245.050,j
245.350,j
245.700,j
245.950,k
246.300,k
246.600,k
246.900,k
247.250,j
247.600,j
247.900,j
248.200,j
248.500,k
248.800,k
249.100,k
249.450,k
249.750,d
250.100,d
250.400,d
250.700,d
250.950,f
251.300,f
251.600,f
251.950,f
252.300,"d,f"
252.650,"d,f"
253.000,"d,f"
253.250,d
253.300,f
253.600,"k,j"
253.950,"j,k"
255.500,"j,k"
256.100,"f,d,k,j"
256.450,k
256.750,k
257.050,k
257.350,k
257.650,k
258.000,k
258.300,k
258.600,j
258.950,j
259.250,j
259.550,j
259.900,j
260.150,j
260.500,j
260.800,j
261.150,f
261.450,f
261.750,f
262.050,f
262.400,f
262.700,f
263.000,f
263.350,f
263.650,"f,d"
263.700,"k,j"
264.000,k
264.300,k
264.600,k
264.950,k
265.250,d
265.600,k
265.850,j
265.900,"k,f,d"
266.200,k
266.550,k
266.850,k
267.150,k
267.450,k
267.800,k
268.100,d
268.350,f
268.400,"k,d,j"
268.700,"f,d,k,j"
277.850,Key.esc
